product_id|page_id|exposures|purchases|Nhelp|Nnothelp|verified|price|valence|category_name_complete|brand_name|review_comments
26387051|475954|103|10|2|0|0|3.948490566|5|NonRx:personal care:foot care:odor control:|Naturally Fresh|I've used this product for over 5 years now. It takes daily application for a few weeks to get full results. I highly recomment it in summer and winter!
26395164|470913|160|3|0|0|0|3.47875|4|NonRx:beauty:skin care:moisturizers:anti-wrinkle:|Palmer's|I use this all over body, hands and feet. It does smooth and soften very nicely. The fragrance is woodsy/spice...not floral and I find it a bit heavy but wearable. On the moisture scale of 1-to-5 it gets about a 3. Absorbs well but seems to vanish after a few hours. Probably won't buy again. I prefer Jergens Skin Smoothing lotion over this one.
26409622|480746|122|23|0|0|1|8.6015584416|5|NonRx:household, food & pets:laundry & cleaning supplies:laundry:stain removal:|Ecover|I love this brand!$@I am using the bleacher first time and so far i love it.
26416168|464295|122|2|1|0|1|3.25375|5|NonRx:beauty:makeup & accessories:lips:lipstick:|Wet n Wild|This lipstick is creamy, moisturizing and it doesn't leave your lips dry or chapped. It's a great lipstick from Wet n Wild.
26418925|455144|79|3|0|0|0|22.025483871|5|NonRx:vitamins:supplements a-z:supplements a-d:|Nature's Way|I use this coconut oil as a weekly hair conditioner.  It is very easy now that it comes in a liquid form.  Prior i would have to melt down the oil in the microwave.  It is very easy to use.  I put in on my hair and scalp and it makes it very moisturized and soft.  It isn't too messy especially with the liquid form and bottle top.  I would highly recommend. And it smells great too.
26433320|486796|388|17|4|1|0|9.5823684211|5|NonRx:diet & fitness:weight loss:appetite control:|NaturalCare|I take 1 capsule 15-30 minutes before each meal, 1 between lunch & dinner and 1 between dinner and bedtime.  I have high blood pressure so I have to be careful what I take.  Many I've tried give me the jitters and then once the jitters wear off, I'm hungry.  NO JITTERS WITH THIS PRODUCT!!$@These actually DO make me eat less and I find it much easier to stop before I'm stuffed!$@I'll be ordering again.$@:)
26453724|472079|102|6|2|0|0|11.1744|2|NonRx:beauty:makeup & accessories:face:powders:loose powder:|Boots Botanics|I've used the non-mineral version of this powder for years and purchased this one by mistake. I thought I'd give it a shot anyway and was disappointed. It's extremely drying and not as silky as the original, plus there's an unnatural sparkle that I don't like. It also doesn't seem to absorb as well; I can almost feel it sitting on top of my skin. I hope that Boots isn't planning to discontinue the old version because this one is definitely inferior and not something I would buy again.
26457278|498544|79|8|1|0|1|5.6606413994|4|NonRx:personal care:soaps & bodywash:natural soaps & bodywash:liquid soaps:|method|Why does everyone think they have to scent items with more than one thing, such as Lemon AND Mint?  Leave out the mint, I just want the lemon.  I like to use products that are natural, not a lot of chemicals.  Method is a brand I trust and depend on for laundry, floors, counters etc.
26470517|411316|118|2|0|0|1|8.6577777778|5|NonRx:personal care:sun care:all sunscreen:|Margaritaville Parrot Head|Not greasy or sticky like most other sunscreens.  Great sun protection!
26479600|493685|62|5|1|0|0|8.6796610169|5|NonRx:beauty:manicure & pedicure:nail polish:|OPI|This color is so perfect as a nude, wear with any color polish.  Opi is the best brand to stay on without chipping.
26481066|491758|146|5|1|0|1|7.6207692308|2|NonRx:personal care:antiperspirants & deodorants:for men:soft solids & sticks:|Nourish|"I really wanted to like this product since it's organic and doesn't contain chemicals or other harsh ingredients. I have sensitive skin and regular deodorant does the job, but can really irritate my skin. I used this product for a week and found that it just didn't work. My job requires me to be pretty active and I usually sweat a bit at times during the day. Since there's no ""anti-perspirant,"" my underarms got sweaty and sticky within a couple of hours. I also found that at the end of my shift, I could definitely smell body odor through the smell of the deodorant.$@$@I do have to say that my skin felt much better after one week of using this product. I had no irritation and my skin was smooth and clear, but the fact that it didn't cont"
26481256|500078|60|5|1|0|0|30.305882353|5|NonRx:beauty:hair care:conditioners:moisturizing:|Living proof|"I have below-shoulder-length baby fine dark blonde unprocessed hair that is turning white with age...and has been falling out in increasing amounts since menopause. My hair has always been a major asset for me so I have tried a wide range of products and only now have found the perfect conditioner in Living Proof Restore formula: it is nourishing, detangles and softens, and my hair feels immediately ""thickened"" yet it is very lightweight feeling (not goopy or sticky). I've been using it for a month, every other day, and my hair loss seems to have slowed...my hair feels and behaves like it did back in my teens. Amazing. It is somewhat expensive but worth it. I am glad to see Drugstore.com is carrying it however the price here is about 18"
26481468|473282|68|2|1|0|0|4.3594444444|5|NonRx:beauty:makeup & accessories:lips:lipstick:|Rimmel Lasting Finish|Great lipstick. Beautiful colors and matte finish without drying your lips!
26493259|433548|120|2|0|0|1|6.2847297297|5|NonRx:personal care:oral care:mouthwash:|Colgate Optic White|Works great on preventing your teeth from yellowing and staining. I combine it with the optic white paste twice a day. I have not used the white strips in a couple years because the optic white rinse and paste does the job.
26502336|351076|62|7|0|0|1|8.74|4|NonRx:baby & mom:bath time & skin care:oils & powders:|Baby Hugo Naturals|I use this for my duaghters sweaty areas when it is particularly hot.  In her shoes a she has sweaty feet.  On my husbands shoes and my own.  We have replaced all the talc powder with Baby Hugo´s talc free powder and have gotten great results.
26505536|474868|63|2|1|0|0|39.67|1|NonRx:medicine & health:stop smoking aids:nicotine lozenges:|Walgreens|"I've been using the ""old style"" in the blister pack, those are easy to use and transport.  these require you to count out (because I'm slowly reducing the amount I use each day) a number of them and then figure out how to carry that number with you (I finally used a zip-lock bag).$@$@the taste is awful!  it starts with this heavy plastic mint flavor and gets worse from there.  I think the mg is concentrated with the smaller size as it causes me to gag and after awhile I have to remove it from my mouth for a bit.$@$@they also seem to disolve faster than the older kind.$@$@overall I wish I could still get the blister pack type."
26508526|467725|60|4|0|1|1|1.7347272727|5|NonRx:beauty:makeup & accessories:lips:lipstick:|Black Radiance|World's best line of lip colors!
26517902|471663|113|15|3|0|1|17.474354839|5|NonRx:household, food & pets:food & snacks:condiments & oils:herbs, spices & seas|Sunfood Superfoods|This Maca is very powerful.  It's fresh and raw, and after you start using it in your smoothies or sprinkle over vegetables (a table spoon is good enough) you will notice a surge in energy after about a week.
26519271|500318|559|4|11|0|0|16.87|5|NonRx:vitamins:by condition:mood support:|Well Roots|I discontinued antidepressants about a year ago...couldn't stand them. From stress at home, work, and school I fell into a big rut a few weeks ago. I just recently started taking Mood Up Stress Down and have had fantastic results. My social and generalized anxiety has dramatically decreased, as well as worrying thoughts and overall sadness. A great thing about this product is it's non habit-forming and all natural. I fully recommend that anyone going through a bout of stress, anxiety, depression, etc. should use this product.  You don't even have to take it daily for it to work. Check it out.
26548213|469989|61|12|1|0|1|4.2142125984|5|NonRx:baby & mom:wipes & changing:|BabyGanics|My baby isn't born yet and I keep these around anyway. They don't dry out even after a couple months. They're great to have on hand as flushable wipes for adults. I take them with me whenever I travel and use them for everything. They don't have a very strong fragrance, which I like, and they don't leave any residue which is my favorite part. I'll be using these in a couple of months on my baby.
26549152|470874|299|10|0|0|1|7.2471287129|5|NonRx:beauty:hair care:shampoos:all shampoos:|OGX|I love this shampoo! I've tried almost every Organix shampoo and conditioner and this is now one of my favorites. The first few days of use made my hair frizzy but now I can see a real difference. My hair feels stronger, looks healthier, and i have less flyaways.
26565923|465263|61|4|2|0|0|25.823333333|4|NonRx:vitamins:by condition:sleep aids:|Dream Water|This stuff is great! I use it for my 5 yr old son who had always had issues with getting to sleep and staying asleep. He enjoys the taste of it, which is a big deal and it is very effective even though I only give him about a forth to a half of a bottle at night. My only complaint is the high price. At over $2 a bottle it's tough to make a commitment to the product when there are cheaper options out there, they just don't taste as pleasant and aren't as easy to take.
26602730|474279|142|8|1|6|0|47.731935484|5|NonRx:personal care:massage & relaxation:back & body massagers:|HoMedics|My girlfriend had intense sexual release using the double headed massager thanks the heat control sent her over the edge
26612663|476777|79|6|0|0|0|22.954545455|5|NonRx:beauty:skin care:cleansers:liquid:|philosophy total matteness|Hreat product from Philosophy. Quite affordable too, since the bottle is large. You need it once or twice a week depending on how oily you are. This mask is grand, just follow the directions and watch your pores look smaller and your skin feels soft and glowy. I leave mine on for twice as longbthey reccomend. I use it as a mask only. With Purity cleanser before it.
26635140|502748|90|3|3|0|0|11.768201754|5|NonRx:baby & mom:bath time & skin care:shampoo & body wash:|Weleda Baby|This is a wonderful cleanser for all ages!  I started using it when my skin was irritated from some other products to calm it down, and it did calm and soothe my skin while cleaning it well.  I don't care what it is called - baby or adult, shampoo, face or body cleanser, - it does it all - I shampooed with it during a camping trip and it was great. I primarily use it as a gentle facial cleanser, and it is one of the best I have used and at a good price too.  I have paid absurd amounts of money in pursuit of a gentle facial cleanser, and and thrilled with this one!
26639252|467271|64|0|1|1|0|8.8687878788|1|NonRx:beauty:makeup & accessories:face:correctors & primers:|Maybelline Instant Age Rewin|Will not work.  Cannot get any liquid up into the sponge.  Waste of money.
26639764|499805|260|4|2|1|0|10.547941176|4|NonRx:personal care:oral care:teeth whitening:whitening kits:|Luster Premium White|Luster Premium White System made my smile brighter after the first use, there was a significant difference.$@My teeth were yellowing from lots of coffee daily.$@This whitening system involves a mouth rinse, then painting on the  gel with a small brush system, then brushing after.$@It was fairly easy, I have used other products which required wearing a mouthpiece full of gel, or strips on your teeth, and this is simpler and less gross.$@And it does make a difference. I will definitely use it in the future. $@The cons are that the gel applicator brush is a bit awkward to use, getting too much or not enough on the brush. You need to be careful not to get the product on your gums, which is also a little difficult.$@Overall a great product,
26661109|457712|96|8|0|0|0|6.6410714286|4|NonRx:beauty:hair care:men's hair care:shampoo:|Aussie|Great daily shampoo. I dig the pump because I can just leave it on the shower shelf and be done. Not too harsh and not watery or cheap either. Smells nice, but not too overpowering. It lasts quite a while, good value for the price.
26671723|489154|80|11|0|0|1|1.4484722222|5|NonRx:beauty:makeup & accessories:eyes:eyeliners:|e.l.f.|LOVE this eyeliner. I was a bit skeptical to order because inexpensive eyeliners tend to not apply smoothly. This eyeliner exceeded my expectations, and I will continue to buy this as my main eyeliner for daily use. The built in sharpener is an awesome added feature for convenience. My ONLY complaint is that the eyeliner clumps up on the sharpener, so I have to wipe it off after sharpening.
26680467|484782|188|18|0|0|0|9.5351975052|5|NonRx:baby & mom:bath time & skin care:shampoo & body wash:|Mustela|This is a mainstay on my baby's changing table. We use cloth wipes with just water most of the day, but 1-2 times a day (plus when he has a particularly dirty diaper) we use a few sprays of this to clean him up and it keeps him clean and fresh. LOVE that classic Mustela clean scent!
26737172|470597|83|2|2|0|0|2.719375|5|NonRx:beauty:makeup & accessories:lips:lipstain:|Wet n Wild MegaLast|Unbelievable quality for the price and a must-try for red lipstick fans. This works better than pricier matte lipsticks and lip creams from the department stores and at a fraction of the cost. The Red My Mind shade is a perfect bloody red, with just a hint of blue to make your teeth look whiter. No greasiness, no stickiness, doesn't transfer color once it is dry, and even after it wears off, it still leaves a nice red stain on your lips. The texture may take some getting used to if you normally wear creamy lipcolors or glosses.
26743563|489151|75|2|0|0|1|1.4127118644|5|NonRx:beauty:makeup & accessories:eyes:eyeliners:|e.l.f.|I use it daily. With primer and powder, it stays all day (even though I have oily lids!) and even survived a rainstorm recently.
26744222|414595|62|1|0|0|0|12.99|5|NonRx:beauty:skin care:lotions:body butter:|Nubian Heritage|First of all, this stuff is expensive. But if it is used properly, a little goes a long way.  I have very dry, sensitive skin that will break out.  I have been using Vaseline, as it has been the only thing that doesn't aggravate acne but will keep my skin from getting to that painful, dry state.  I happened upon this gem and decided to try it, and WOW. The scent is simply amazing, decadent, and luxurious. The honey is strong, but it is a true honey scent.  The company added enough other essential oils that it smells like a rich and expensive perfume.  If you aren't a fan of strong scents, don't be alarmed--the scent isn't overpowering, it stays close to the skin.  Unlike Vaseline, this body butter is absorbed into the skin and totally r
26754716|478254|120|2|1|2|0|41.953|5|NonRx:diet & fitness:sports nutrition:weight control:thermogenics:|TROXYPHEN|I use the recommended dose. Its a great product-I just finished my first bottle and am waiting for the second bottle to come in. I can already see changes in my body and I feel it start to work within minutes.
26754869|474292|61|4|1|0|0|6.0638461538|5|NonRx:beauty:hair care:styling products:volumizing:|psssst!|I absolutely love this scalp treatment. and I have to admit although I just tried it twice I bought another backup just now. This is a light weight silicone free, sticky texture and I just apply it before I go to bath. and I soak in bubble bath for around 10 minutes wait for it to work on my scalp. Then I shower and it gives me scalp a very clean and lightweight feeling. I also feel like after using this product I feel more calm. and my hair doesn't feel oily after using this product. It keeps my volume all day!
26757807|485976|210|10|0|0|1|16.545151515|5|NonRx:baby & mom:toys & gift sets:0-24 months:|Fisher-Price|This will help a baby get confidence to walk and the colors keep their attention to just sit and play if they want
26759981|483452|79|3|8|0|1|59.550333333|1|NonRx:green & natural:natural vitamins & supplements:condition specific supplemen|Prevagen|I tried two months of the Prevagen Healthy Brain Function, regular Strength Capsules and a third month with the Extra Strength Capsules. $@$@I did not see any marked improvement over that 90 day period. I actually noticed some worsening symptoms (mis-pronouncing common words, forgetting why I went into a room, etc.). I certaininly cannot say the Prevagen Healthy Brain Function caused that, and I have gone to my doctor for further evaluation, but moving forward, the high cost combined with the poor results have turned me off using this product.
26760478|485375|113|16|2|0|1|13.837826087|5|NonRx:personal care:massage & relaxation:massage oils:|NOW Solutions|For massage and for moisturizing. Just for the scent alone. I also use it as a facial moisturizer, for some reason it works for me
26760486|490325|72|1|0|1|1|9.2486206897|1|NonRx:beauty:makeup & accessories:eyes:mascara:|Maybelline Volum' Express Th|I liked the idea of two separate brushes in one package - smaller brush for lower lashes and larger brush for upper lashes.   This whole concept is not a good application.  The mascara went on clumpy on the lower lashes as well as the upper lashes.   Will not recommend to anyone.
26760902|469283|159|1|2|0|1|37.25|5|NonRx:vitamins:by condition:mind & memory:|GNC Preventive Nutrition|I take it as recommended: two capsules daily with breakfast. Its ingredients are scientifically studied and recognized to support memory function and retention. Made with the highest standards in the industry.
26760988|494570|185|7|2|0|1|10.926666667|5|NonRx:beauty:makeup & accessories:face:foundations:liquid foundation:|L'Oreal Paris|I love, love, love, this foundation. Goes on so easily as a liquid then dries to a sheer matte finish. I have combination skin and have tried multiple foundations and have never used one I liked better. It provides natural looking, light coverage.
26772687|484556|164|16|1|0|1|15.513745583|4|NonRx:beauty:skin care:lotions:creams:|Aveeno Active Naturals|My dermatologist has given me many samples to try on my super dry$@flaky skin. This is the best of the bunch.$@I highly recommend this product. I still start to see flakes the day after my shower/Aveeno application but I have never had the time to apply lotion$@twice a day as my dermatologist recommends...
26774011|407613|814|26|1|7|0|14.43442623|5|NonRx:beauty:skin care:lotions:creams:|System JO|Another great product from these folks. Easy to use and great bottle for no spills.
26775839|469338|66|1|1|0|1|21.220769231|4|NonRx:beauty:hair care:hair regrowth:styling products for thinning hair:|Viviscal|IT WOULD BE NICE FOR ME IF IT CAME ONE SHADE LIGHTER ASIHAVE VERY LIGHT BLONDE HAIR
26777192|501925|79|17|0|0|0|4.3298850575|5|NonRx:household, food & pets:pets:dog supplies:grooming:brushes & grooming kits:|Pet Shoppe|This is great. The towels are large enough to use easily, wet enough to spot clean properly, gentle enough to use on the smallest dogs, and smells great! I use it in between baths and to spot clean on all four of my dogs. What more can I say?! Buy it!
26780487|498539|109|11|1|0|0|19.208333333|5|NonRx:beauty:tools & accessories:nail implements:pedicure tools:|Emjoi|Was hesitant to purchase as I have purchased similar devices, and they don't work, THIS ONE DOES.$@Smoothed my husband's hard callous, to baby smooth in seconds. My feet get really dry and hard in the Winter, and this little device will definitely prevent! Make sure to buy replace files, as they will be needed at some point.
26803325|474310|63|5|0|0|0|21.040425532|5|NonRx:beauty:hair care:salon hair care:salon styling products:sprays:|Sebastian|THIS HAIR SPRAY IS WELL WORTH THE MONEY AS A LITTLE GOES A LONG WAY.  WHEN I FIRST USED IT,I APPLIED TOO MUCH AS I WAS USED TO DOING SO WITH CHEAPER PRODUCTS.  MY HAIR STAYS IN PLACE ALL DAY AND EVEN THROUGH WIND AND RAIN.
26804446|446271|227|9|0|0|1|3.0884615385|5|NonRx:beauty:skin care:cleansers:bar soap:|Dermisa|My husband's skin is oily and he suffers from breakouts.  This soap is mildly exfoliating and seems to do a good job cleaning his pores.  $@I have dry skin, but the few times I've used it I've liked it.  The smell is very mild, something I was worried about trying a 'sulfur' soap, but you don't have that odor with the soap.
26808138|485366|75|3|1|0|1|22.37|4|NonRx:household, food & pets:food & snacks:drinks & shakes:nutritional:|Garden of Life|I use this as a breakfast in the morning after my workout.  Helps provide protein quickly and tastes good if mixed in a blender.  The blender bottle is great, but does not mix well enough, and I like to add fruit or spices to mine.
26808170|485367|77|6|2|3|1|22.166818182|5|NonRx:household, food & pets:food & snacks:drinks & shakes:nutritional:|Garden of Life|I use this as a breakfast in the morning after a workout.  It tastes great by itself, or with a half a frozen banana and some ice.  I like to mix mine in the blender for best results, I don't feel that the blender bottle mixes well enough, but may be good after initially mixed in a blender as an on-the-go meal.
26825017|398403|67|3|1|0|1|5.57825|4|NonRx:beauty:makeup & accessories:eyes:eyeliners:|Rimmel Exaggerate|I have terrible allergic reaction to certain products,  waterproof liners can cause such... Rimmel does not which is good because in summer it can be disturbing the most.... I use this product only as an under eye liner.... This product also does not smudge or run as much as certain similar products....thus me and my daughter use it!
26827504|487402|91|4|0|0|1|6.7775|4|NonRx:baby & mom:mom & maternity:skin care:|Palmer's|I love cocoa butter.  The best beauty regimine PERIOD.   I used this combination back both during and after my pregnancy and I also use on my toddler when I dress him in the morning.  The moisturizing lotion smells great, it's not too heavy or thick.  Plus it keeps both our skin soft and moisturized throughout the day!
26833397|387506|82|2|0|0|1|12.932647059|4|NonRx:medicine & health:supports & braces:knee & thigh:|Ace|It was a bit tight and the stabilizers (metal) left bruises but likely that was because I probably needed a larger size.  I took the stabilizers out and it was somewhat better.$@$@Used it overnight and was less stiff in the morning.
26833750|451028|81|5|2|1|1|17.650714286|5|NonRx:vitamins:vitamins a-k:vitamin d:vitamin d 1000 IU:|Ddrops|These drops are great!  I am Vitamin D deficient and allergic to shellfish and I've had a very hard time trying to find a supplements that does not contain shellfish.  These are perfect!  So simple to take just 1 drop and you're done.  There's a dropper inside the bottle so the drops will always be the same so no measuring.  There's no bitter taste to the drop either.  Great product!
26835907|485226|155|11|0|0|0|12.500804598|5|NonRx:household, food & pets:paper & plastic supplies:toilet paper:|Seventh Generation|I really like this toilet paper and Seventh Generation is a good company. :)
26839296|413140|98|1|2|0|0|4.8233333333|2|NonRx:personal care:soaps & bodywash:natural soaps & bodywash:bath & shower gel:|SheaMoisture|This soap performs well, as it washes clean without leaving your skin feeling dry, but it smells awful. Like really awful. It has a mild exfoliant that doesn't feel too scratchy or uncomfortable. I recommend the other Shea Moisture soaps that smell better.
26849555|391067|113|1|1|0|1|14.441724138|5|NonRx:medicine & health:cough, cold & flu:adult cold medicine:|MucinexDM|This has been an early and bad flu season.  Mucinex is a must have.  I can take and still function unlike many cold/flu medicines.
26874022|411273|66|2|0|0|1|15.4|5|NonRx:medicine & health:cough, cold & flu:adult cold medicine:|Mucinex|When I feel a cold coming on, it reduces symptoms$@quickly
26874939|26512|62|2|0|0|0|3.7851282051|1|NonRx:personal care:feminine care:maxi pads:|Always|"The outer covering on Always products is some sort of synthetic material that is shiny/glossy. Not only are they not very absorbent, but the surface also sticks to you. Bad combination, bad product. Also,  Kotex after years of having a great product, changed to ""natural balance"" products that fall apart. What's a woman to do? Keep searching I guess."
26894491|473514|82|9|2|1|0|3.4934375|5|NonRx:medicine & health:home health care:mobility aids:accessories:|North American Healthcare|Color coded -- for each day - clear, lavender, (YELLO-ish orange ) , green, blue, yellow & darker (RED-ish orange). $@$@    Spring loaded action$@$@    Easy Open pill containers as well as clear storage box$@$@    Morning, Noon, Evening & Bedtime $@$@    I've tried so many pill organizers, this one would get my TOP RATING over everyone, I've owned.$@$@    PRICE COMPARISON:  DRUGSTORE.COM has the best price. (comparison prices range from $5.00 - $21.00
26894862|16980|105|1|0|0|1|3.9042857143|5|NonRx:beauty:skin care:lotions:creams:|Nature's Bounty|I love this stuff. Can't live without it,
26898826|347709|219|15|0|1|1|6.4438095238|5|NonRx:household, food & pets:outdoor & garden:insect & pest control:|Repel|My son has bad reactions to mosquito bites and is deathly afraid of mosquitoes. We have to spray his room every night in the summer. This is now his favorite repellent. It has a nice light pleasant scent unlike all the other ones we've tried (both natural and chemical).
26903595|466480|182|2|2|0|1|61.325714286|3|NonRx:diet & fitness:sports nutrition:performance supplements:|AI Sports Nutrition|I have used a similar product that costs twice as much.  I did not see big results from this. I wanted  increased energy levels.  But my fingernails are stronger and my skin seems more radiant.
26904271|469068|246|2|4|0|0|21.126944444|4|NonRx:beauty:skin care:anti-aging skin care:serums:|Physicians Formula|I've been looking for a good treatment product for my skin that's just starting to show age. I picked this up after doing some research and I've been using it a little over a month. It's a little pricey, but my skin feels amazing. it's soft and smooth, every day. I haven't seen much of a reduction in fine lines or evening out of tone, but it definitely changed the texture. It does have a bit of a strange smell, but I didn't find it off-putting, and it fades quickly. I do wish they didn't have dyes in the product, but I'm willing to put up with it.
26919462|489157|218|16|1|0|1|0.9791666667|5|NonRx:beauty:makeup & accessories:face:concealers:|e.l.f.|I like this concealer, especially being fair-skinned.  Not too yellow or white.
26931084|487654|600|1|5|1|0|13.49|1|NonRx:diet & fitness:weight loss:weight loss supplements:|IntraMedic|I used GarciniaRX for 6 weeks and my appetite decreased and saw some weight loss. Unfortunately the side effects of this product prompted me to stop using it. After 6 weeks of using GarciniaRX on the recommended dosage I started feeling light headed and at one time while at a store I turned around to observe an item and started seeing stationary things going past me and as I turned to look forward everything I visioned was going up and down. I went through a horrible experience and felt like I was going to faint but I didn't after a couple of minutes I felt a little better. Apparently I experienced Vertigo. Days later I still felt light headed after discontinuing GarciniaRX. I had my blood pressure checked and it was normal high (border
26939730|497747|127|8|4|0|0|11.699636364|5|NonRx:beauty:makeup & accessories:face:foundations:liquid foundation:|Boots No7|"I bought this after coming across it in a youtube review. I didn't have high hopes for it since it is a ""drugstore"" brand. Plus, I'm very fair skinned and felt that the ivory looked really dark in the picture...but I went ahead with it because the youtube review said it really blends well. Man were they right! I have tried fairly pricey foundations before, such as Urban Decay, Bare essentials, Laurie Gellar, and It Cosmetics. This is by far the nicest! It goes on super smooth and works really well with my Beauty Blender, which I highly recommend to use, and stays on all day. Even though it is pretty long wearing, I still set my makeup with the Mally Poreless Face Defender and it lasts twice as long with no shininess. Highly recommend!"
26945069|484475|76|10|0|0|0|3.2573504274|5|NonRx:personal care:feminine care:tampons:|Tampax|"I am very pleased with the effectiveness and easy of use of this tampon and I'm back for more. I've traditional used cardboard applicators mainly b/c I could dispose of them in the toilet; however, these tampoms have converted me to plastic. Each tampon came in its own easy to open wrapper and you discard the tampon inside wrapper & close it with the adhesive tape for a mess free disposal. I like the easy to hold ""grip"" applicator which made insertion easy & clean. The absorbion was good."
26947821|448638|153|11|3|0|0|7.8597674419|5|NonRx:beauty:hair care:styling products:smooth & shine:|As I Am|To bad for me but I have no coils, spirals, curls - just slightly wavy white person hair.  It's also thinning from medical condition.  This stuff is the best thing I've ever found - holds down the unwanted weird waves I get - will make cool waves. Destroys frizz - makes hair look thicker/better.  Using it with their co-washing conditioner - my hair has never looked better - even with all the stuff it has going on.
26959575|496698|73|1|1|0|0|7.3195833333|3|NonRx:household, food & pets:food & snacks:tea:tea by type:herbal tea:|Alvita|This is a nice soothing herbal. It really doesn't taste like raspberry and isn't fruity. The taste is pretty neutral and not very remarkable. It goes down nicely.$@$@This reviewer is employed by drugstore.com or its affiliate and receives free product in exchange for providing his/her opinion on products sold on the drugstore.com™ webpage. Although this reviewer maintains an endorser/advertiser relationship with drugstore.com™, this review represents his/her honest opinions, findings, and/or experiences.
26960616|500456|100|2|1|0|1|7.73|3|NonRx:beauty:hair care:natural hair care:natural styling products:|Giovanni|It smells great and is probably a good product for someone with normal to dry hair but mine ends up oily in less than a day after shampooing and this product seemed to increase the oilyness.
26960636|409201|70|0|0|1|1|9.4275|1|NonRx:beauty:makeup & accessories:lips:lipstick:|L'Oreal Paris Colour Riche|It did not stay on at all - too light
26975988|333261|114|5|4|0|1|16.690909091|4|NonRx:beauty:hair care:salon hair care:salon shampoos:daily:|Enjoy Professional Hair Care|Got for daughter for the sulfate free aspects. We all like and use it
27020209|464516|62|6|0|0|0|6.1185436893|5|NonRx:personal care:soaps & bodywash:bodywash:|Dove Men+Care|I was well please with the aroma and how it came out of the container.  No Leaks and you only got exactly what you wanted out of the container.  I'm switching from Suave to Dove!!!!
27076781|498542|142|14|1|0|0|18.896629213|5|NonRx:beauty:tools & accessories:nail implements:pedicure tools:|Emjoi|I bought these rollers to have on hand for when my Emjoi rollers need changing.  I find the blue colored rollers do an effective job at removing the calluses on my feet and don't make my feet feel sensitive or sore after use.  The two-pack seemed a good buy because I can add them to my regular order here and the shipping is free.
27084923|456473|67|8|0|0|1|7.5468817204|5|NonRx:beauty:fragrance:for women:sensual:|Charlie Blue by Revlon|I just love  charlie blue. I have worn it for so long i should be the spokesperson for the product. I have worn it for over 40 years and i still get complements from men and women. I especially love the price!
27103396|503258|242|9|6|0|0|2.9196685083|5|NonRx:beauty:makeup & accessories:face:concealers:|L.A. Girl|I love this product. It covers blemishes pretty well when used as concealer and works great as for contouring and highlighting. I have the shades Warm Sand (I use to cover up my blemishes because it it closest to my skin), Chestnut (For contouring my face), and Creamy Beige (For highlighting and brightening up my under eye). This product is very versatile and its usually the only face makeup I bring with me when I travel. It's my whole face routine.
27103508|503262|127|9|0|0|0|2.8951020408|5|NonRx:beauty:makeup & accessories:eyes:eyeshadow:|L.A. Girl|"I have this in ""Black"". I love using this to give my eye makeup a more dramatic effect. It's great for a ""night out"" makeup or for the ultimate smokey eyes.."
27114412|469907|117|2|0|0|0|25.89|5|NonRx:beauty:hair care:flat irons:ceramic:|Remington|I have nothing bad to say about this flat iron. It does not pull my hair, and it straightens it wonderfully. It's an awesome tool for an awesome price. I've used a $100 flat iron, and this works just as well. I highly highly highly recommend this tool.
27142266|464339|128|1|0|0|0|5.2677272727|5|NonRx:beauty:hair care:hair color:permanent hair color:all permanent hair color:|Revlon Luxurious ColorSilk B|I keep my hair ombré colored, so I only dye the roots and about 5-6 inches out from that.  I generally use about 3/4 of the bottle.  I've used John Freida, and Feria, but wanted to start using a more natural dye as I experience a lot of itching with the other dyes.  This dye is great!  No strong ammonia smell, no itching, the color looks great!  I think that you should give it an extra 5 or so minutes for stubborn gray's at the root, but other than that the color saturates quite well.  $@$@It did come through a bit dark until the second washing, but that's typical when coloring hair.  $@$@Oh, and what I thought was really great about this hair dye is that whatever got on your skin came off quite easily.  I used a cotton pad with warm w
27152327|489641|326|28|2|0|0|13.915380952|5|NonRx:beauty:skin care:lotions:stretch marks:|Palmer's|omg! this is too cute! I can't wait to buy this for my friend, who just found out that she's pregnant. I know that Palmer's works because I've used it for years and I used it when I was pregnant, after I was pregnant, before I ever got pregnant, etcetera, etcetera...I even still use it now! anyway, this really does prevent stretchmarks and is a perfect gift for baby showers, although, if you have a close friend, who is pregnant, and doesn't already know that she should be using cocoa butter before, to prevent any stretchmarks, I recommend buying this for her at the beginning of her pregnancy, way before her baby shower
27167567|501919|78|4|1|0|1|5.9676119403|5|NonRx:household, food & pets:laundry & cleaning supplies:bathroom:tub & toilet:|Mr. Clean|This is a great product. I would recommend it to anyone.
27170901|466295|90|1|0|0|0|22.39|1|NonRx:beauty:hair care:styling tools:|Kiss|"I purchased this root straightener because it was modestly priced and I have been relaxer free for 1 year which translates to edges that are harder to manage. I watched a few online tutorial videos and decided to try this product out. I don't have coarse hair but my hair is thick and curly at my roots and edges (my ends are still relaxed). The product is lightweight and easy to use but it simply doesn't get hot enough for straightening purposes. I can literally touch the ""ceramic"" portion when it is close to the highest setting and not receive a burn. The temperature also fluctuates a lot while you are using the straightener. It feels like dragging a lukewarm comb through your hair. I wonder if buying a more expensive root straightener"
